negative,neutral,positive,word
57,22,7,pointless
68,73,89,included
46,45,42,significant
34,5,3,nope
150,129,160,dead
49,93,90,theme
12,18,11,neat
2,0,2,bookend
27,16,9,wrap
54,32,9,unnecessary
15,12,27,humble
1,0,1,doofus
38,16,34,box
24,29,20,bookstore
147,91,118,reviews
1,0,0,internets
9,4,9,narrators
43,14,16,drunk
128,89,107,scenes
9,9,12,bars
51,24,16,dude
82,59,40,likes
17,19,30,tie
28,26,11,repetition
239,186,197,told
392,350,364,reader
9,6,12,safely
245,207,245,friend
7,9,8,drunken
128,67,45,protagonist
10,8,6,boiled
463,263,204,instead
63,46,42,count
34,23,18,educated
16,14,24,forty
145,190,130,mostly
2,0,2,stool
25,19,40,bar
7,9,8,familiarity
60,50,65,shot
2,2,0,bourbon
69,76,70,hit
27,11,13,stomach
8,3,4,copious
25,12,14,amounts
5,2,3,booze
14,10,6,excessive
86,87,81,amount
57,37,13,tedious
268,245,259,comes
43,65,80,alive
23,19,18,supporting
145,172,119,feels
13,15,29,stock
14,4,5,lifted
2,2,1,hardboiled
2,3,7,handbook
214,202,171,finally
19,20,29,stronger
108,129,86,material
84,86,82,chance
93,104,84,lots
7,1,4,lieu
62,50,32,happening
8,6,11,progression
1,0,0,filer
53,55,62,added
6,3,0,farcical
6,5,1,unintentionally
18,9,17,acted
1,10,5,swiss
23,28,12,bank
32,42,48,accounts
7,20,11,shore
160,169,214,ways
72,76,107,moving
238,183,148,money
115,126,107,needed
146,121,102,happen
87,56,42,explanation
131,111,134,happy
27,36,34,offered
87,78,64,expected
3,0,3,bombarded
41,43,40,continued
165,171,190,throughout
2,1,2,suspecting
44,36,21,guilty
2,1,3,withholding
18,25,23,spring
128,201,126,mystery
20,15,15,solved
114,133,176,dark
5,3,1,sniff
6,10,7,heroin
370,233,188,goes
1,0,0,withdrawl
163,157,188,days
16,5,7,junk
62,38,34,sick
194,174,229,learn
44,37,46,drug
118,83,91,facts
7,5,5,ads
280,266,315,school
100,83,95,special
1,0,0,wouldetails
107,122,127,film
6,3,2,currency
23,19,24,exchange
64,9,8,bullshit
142,202,228,known
1,1,1,dabbled
284,564,391,bit
3,0,0,sniffing
5,1,8,strung
300,231,308,words
382,166,148,mean
93,120,108,towards
155,24,24,waste
15,10,9,needless
220,183,219,recommend
92,79,88,result
2,11,1,slum
223,215,231,science
43,59,93,recent
16,10,15,strictly
60,46,59,speaking
23,19,22,dig
6,2,0,modesitt
11,17,41,saga
2,0,4,recluse
138,150,141,number
70,36,45,taste
313,272,306,left
143,168,150,behind
82,34,35,hardly
21,29,22,bitter
12,6,1,clunky
1,0,1,ciphers
59,59,49,personality
169,133,133,free
922,1077,1190,most
25,29,37,broad
24,37,35,van
68,93,60,fire
11,7,5,belly
26,24,15,thick
138,229,224,political
1,1,0,stacking
6,7,12,deck
256,238,229,black
4,12,18,commander
8,9,2,fleet
43,35,50,raised
104,55,61,gay
509,287,381,men
156,83,83,dialogue
14,3,6,unnatural
20,25,14,casual
2,1,0,chit
10,14,8,chat
48,50,47,grand
16,22,9,rhetoric
49,33,42,energy
1,0,1,lethargic
27,62,65,daily
11,8,12,routine
7,5,5,consuming
30,37,24,numbers
18,26,51,incredible
91,148,128,space
31,24,41,battles
52,36,43,acts
61,102,89,key
135,181,174,events
80,66,55,aside
166,139,153,tells
34,32,31,consequences
11,2,6,unimportant
1,0,0,revenants
11,14,8,threatening
45,63,57,stage
40,30,48,sight
41,31,21,massive
79,56,52,wars
18,35,9,rushed
4,2,1,comically
47,12,9,simplistic
1,0,0,lacklustre
1,0,0,presaging
2,1,7,pans
17,13,36,crimes
76,90,54,structure
29,21,18,characterization
5,2,1,forgivable
6,14,6,isolation
198,216,236,readers
62,46,58,pass
15,11,9,faults
1,0,0,fictioney
131,151,151,strong
52,77,76,appreciate
8,9,6,spaceship
16,15,24,combat
3,6,1,minimalist
1,0,0,arealistic
340,192,159,else
8,2,3,unimaginative
4,6,0,damning
3,4,10,galactic
55,39,73,powers
1,0,1,anaemic
1,0,0,analogues
112,139,155,states
7,19,9,civilizations
1,0,0,keltyr
4,0,0,celts
1,0,0,argentis
22,32,49,latin
75,68,65,americans
88,106,64,planet
9,20,39,capital
1,0,0,marsay
1,1,2,franks
50,28,34,painful
1,0,0,literalness
58,46,44,directly
19,41,31,connected
61,60,94,desire
15,30,35,ethical
11,6,8,treatise
12,7,22,demonstrate
22,23,17,societies
13,8,7,behave
15,17,17,inevitable
26,31,45,fate
50,18,25,fail
7,5,6,adopt
6,3,10,outlined
24,9,8,painfully
45,43,45,frequently
74,98,126,philosophy
13,21,3,heinlein
59,60,79,master
2,1,4,practitioner
108,268,217,enjoyed
9,12,25,banks
1,0,0,macleod
3,0,2,mieville
42,23,37,capable
27,19,15,villains
24,34,21,sympathetic
7,2,1,polemical
7,10,19,enthusiasm
8,5,5,ambiguity
186,235,274,experience
43,29,25,argue
2,1,1,ethos
58,78,57,effect
61,73,59,drawn
13,16,14,introductory
19,9,43,ethics
1,0,0,poli
38,29,21,sci
7,10,9,textbooks
9,7,2,citing
8,10,3,encyclopedia
311,156,145,care
81,30,21,dull
10,15,18,lectures
3,1,5,disciple
211,137,121,hero
3,1,0,strawman
27,29,25,fundamental
3,3,4,disagreements
8,14,17,introduce
2,1,2,discord
1,5,3,recurrent
24,27,22,pattern
30,26,27,established
74,34,10,supposedly
109,114,114,fall
39,47,23,wealthy
16,10,4,professionals
58,41,29,sit
4,1,4,agonizing
2,1,0,quandaries
17,26,29,foundation
1,1,0,iss
1,1,1,gatherers
1,0,0,forecasters
1,0,0,nittygritties
11,23,32,collected
2,0,0,jettisoned
17,6,15,ensure
21,16,23,flawed
42,39,42,suggests
176,145,110,exactly
39,60,47,built
6,1,1,rusty
6,9,7,vessel
33,29,45,round
2,2,0,objectionable
13,3,5,preach
4,1,5,choir
16,8,9,preaching
88,98,97,post
3,1,1,insufficiently
17,18,20,supported
157,147,151,original
38,36,53,below
11,13,12,expand
78,65,80,therefore
1,0,0,reviewi
51,74,65,available
6,1,2,scanned
190,145,146,rest
198,163,156,based
10,1,0,argumentation
30,24,30,reasoning
167,72,47,argument
3,2,2,causal
26,22,13,factual
1,1,0,linkages
30,16,18,purely
53,46,42,basis
12,0,0,hazlitt
4,7,2,libertarian
48,53,64,games
14,15,15,socialist
27,10,14,propaganda
13,10,2,assertions
1,1,0,precaution
251,250,256,looking
28,35,49,policy
17,18,10,elementary
216,209,205,personal
25,34,29,sorts
2,0,0,indulgences
9,21,38,delightful
203,159,168,boy
16,8,7,eats
24,40,7,candy
3,1,3,emotive
53,48,36,typical
9,3,1,tract
6,8,11,hypothetical
108,109,135,government
31,10,23,trained
174,124,138,beyond
12,22,15,immediate
30,29,19,secondary
1,2,2,benefitted
53,57,52,project
4,6,3,indirectly
12,15,14,affected
48,47,65,presents
114,184,204,particular
1,0,0,bridgeworkers
18,22,16,receive
10,12,10,employment
103,89,67,otherwise
18,8,9,taxes
18,6,8,dollar
3,4,1,taxpayers
26,12,24,costs
75,97,108,created
47,59,70,private
12,7,8,employed
1,0,0,spenders
13,24,52,vivid
31,27,23,convincing
34,12,8,alas
7,5,4,permitted
58,78,59,existence
52,32,37,jobs
2,7,5,diversion
5,5,4,builders
12,8,11,fewer
2,1,1,automobile
25,29,40,workers
1,1,4,technicians
1,7,22,farmers
2,2,4,underlined
9,7,4,portions
57,75,49,appear
41,24,24,statements
30,29,32,causes
1,0,0,inferential
44,29,16,conclusions
39,29,26,stated
29,13,12,assumes
120,135,127,follow
27,33,21,data
19,18,9,absent
3,0,0,purporting
9,6,2,dismiss
260,136,140,entire
3,0,4,austrian
38,14,13,economics
9,7,4,relying
48,20,10,trash
2,4,3,favours
9,1,5,masquerading
1,0,0,tizzy
155,121,138,theory
20,17,12,kick
64,15,63,heaven
3,0,1,sakes
12,18,18,theoretical
25,28,17,assumptions
1,0,0,inferences
51,41,38,price
122,176,203,today
18,23,8,lunch
5,6,6,shirts
4,4,2,wardrobe
1,0,0,laterit
18,3,4,insisting
165,155,149,points
209,126,98,talking
38,25,19,definition
12,8,9,measured
61,35,33,asking
277,254,193,already
4,0,0,counterfactuals
15,21,12,consideration
7,0,0,counterfactual
5,7,1,transport
191,178,166,across
16,26,21,valley
12,9,12,drops
2,2,0,economical
54,74,64,ship
9,18,18,goods
3,6,5,commerce
3,8,8,springs
39,53,55,sides
42,38,20,economy
3,8,10,vibrant
12,12,6,thereby
11,22,17,increase
21,11,11,income
110,107,95,terms
8,1,3,generates
1,3,3,revenue
20,7,13,pays
27,15,12,scenario
1,4,2,panama
3,5,8,canal
32,67,79,army
2,2,6,corps
6,5,7,engineers
28,16,17,deny
2,1,3,facilitated
37,47,43,trade
18,19,18,enormous
52,50,38,internet
54,69,80,developed
10,3,8,generated
6,9,3,billions
32,42,60,forms
132,139,129,business
85,50,57,exist
2,3,2,modify
88,77,52,fit
71,77,88,company
7,7,4,charges
8,4,3,toll
46,48,61,cross
18,9,14,profit
16,18,17,effectively
2,4,1,monopoly
4,1,2,fastest
11,9,6,beneficial
120,158,165,form
7,11,18,rent
1,1,2,extraction
38,25,22,management
26,27,43,benefit
15,9,14,investment
45,57,70,economic
24,22,28,charge
13,13,25,highest
72,38,70,bear
36,55,53,impact
21,10,7,minimal
41,40,31,extra
34,45,47,largely
1,3,0,diverted
27,16,11,paying
24,25,35,fly
1,0,0,ibiza
89,61,93,party
38,36,43,wealth
2,1,2,housed
2,1,8,numbered
73,102,123,account
7,2,7,switzerland
2,3,3,evade
26,25,25,companies
13,13,11,greedy
3,1,9,enron
1,0,0,lehman
53,40,49,brothers
1,5,3,goldman
3,1,7,sachs
3,2,8,robber
4,7,14,baron
1,0,0,rockerfeller
31,58,38,depression
42,27,18,spending
37,25,16,saving
2,0,0,trickles
26,40,38,possibility
61,47,47,opportunity
10,13,7,sums
7,7,10,rotten
10,4,12,invest
2,1,2,bidding
16,25,25,construction
2,3,5,infrastructure
43,46,42,china
1,1,1,subsidies
3,4,6,profitable
112,110,108,note
8,2,5,variation
31,30,17,currently
10,13,5,solar
5,7,5,panels
44,40,31,industry
6,3,1,pockets
1,2,0,subsidiary
257,293,326,set
8,10,6,tax
23,15,13,haven
11,8,5,lawyers
3,1,1,spree
57,24,27,buying
37,30,28,million
1,0,0,customised
2,2,2,yacht
4,3,6,specialist
3,6,6,employs
2,0,0,deflation
23,8,13,destroying
22,32,20,brave
24,30,34,requires
8,3,6,loan
24,22,19,refuses
13,8,7,yep
1,2,1,tightened
2,3,0,lending
1,0,1,solvent
4,2,1,recession
1,0,0,smes
118,178,166,particularly
77,70,67,position
15,18,17,opportunities
53,45,51,perfectly
85,68,33,potential
42,17,17,shut
7,3,5,revolving
1,1,2,facilities
161,109,134,turned
76,60,55,normal
20,14,11,legitimate
26,21,26,strategy
30,25,16,cash
32,37,26,flow
13,10,15,agrees
1,0,1,doldrums
1,0,0,deflationary
16,20,12,mode
14,22,22,relative
3,0,0,tolls
13,8,6,charged
9,2,5,increases
77,111,126,eventually
4,3,2,bankrupt
276,158,156,wants
22,10,14,inability
8,8,14,recover
33,19,19,shop
3,5,2,savings
5,3,7,stored
109,61,80,save
7,16,8,corners
2,2,3,repair
2,1,0,collapses
18,23,32,developing
128,157,187,country
1,0,0,unregulated
1,0,0,fukushima
40,69,59,japan
2,2,6,operated
30,42,33,nuclear
2,0,1,reactor
20,16,24,refused
1,0,0,repairs
30,12,8,suck
5,14,8,profile
15,15,12,resulted
1,0,1,costly
27,32,42,accident
1,1,3,earthquake
4,9,12,optimistic
2,1,1,prudent
69,53,54,decide
23,19,22,sum
5,5,1,reap
2,7,4,rewards
2,0,0,repayment
30,17,29,principle
134,119,179,five
17,11,21,encourage
40,38,62,suffering
10,24,41,brutal
6,6,10,uncertain
1,0,0,entrepeurnerial
88,42,31,throw
9,7,8,caution
2,2,5,gloom
4,5,7,industries
4,3,1,diligently
13,11,14,raises
5,4,15,optimism
12,9,3,sticking
1,4,2,engenders
86,56,68,positive
13,11,18,cycle
18,12,14,causing
5,6,3,boom
3,1,3,predatory
96,91,194,highly
6,9,6,acquire
60,77,107,jack
25,24,19,raise
163,133,157,taking
1,0,3,strengthening
18,33,32,pace
11,24,20,grows
19,17,18,reasonable
13,9,14,intellectually
17,5,4,dishonest
74,27,33,plain
10,15,16,ideological
15,10,6,cherry
22,10,13,picks
51,32,45,impression
1,0,0,only—albeit
1,0,0,unseen—result
15,34,26,projects
48,24,29,destroy
10,3,1,sector
37,50,33,argues
69,128,122,role
5,2,0,interfering
3,2,5,interference
26,17,24,outcome
8,5,8,prevented
17,18,11,assumption
1,3,3,corollary
4,1,2,patently
67,18,39,false
58,52,41,suggest
155,214,193,interested
3,2,10,speculate
13,10,10,endlessly
6,1,0,nauseum
72,88,78,ultimately
3,3,2,scifi
1,0,0,life—and
1,0,0,economy—is
58,78,119,complex
24,41,31,complicated
32,34,35,kinds
61,38,45,answers
35,43,18,prefer
5,0,5,strokes
94,158,128,final
1,0,0,counterfactualbut
30,31,52,effects
156,195,208,play
107,105,77,described
48,70,65,follows
5,5,1,unemployment
29,31,54,growth
45,32,25,healthy
26,14,19,confidence
11,7,14,markets
11,8,11,consumer
15,15,8,actively
8,5,5,businesses
2,2,3,anticipate
26,42,70,slowly
9,27,27,gradually
1,0,0,criss
7,14,15,crossed
3,4,6,bridges
37,36,26,heavily
1,0,0,utilised
5,9,11,fund
4,2,3,announces
20,26,25,board
413,480,358,rather
7,5,3,funding
192,130,164,using
7,4,8,anticipated
1,3,2,incoming
13,3,10,expects
153,134,92,anyway
1,2,1,outsource
16,15,29,department
208,103,127,single
12,4,22,attract
55,74,49,offer
2,3,2,salaries
31,14,30,offering
4,1,2,strapped
8,6,13,labour
8,12,28,hired
49,33,18,anywhere
4,12,11,immigration
9,3,9,controls
2,0,0,watertight
2,5,3,bind
52,35,54,service
15,24,17,additional
10,5,9,imposed
11,5,11,margins
2,2,1,scraping
14,16,18,planned
2,1,1,investments
15,7,8,incapable
1,1,0,efficiencies
20,36,30,scale
2,0,2,entrepreneurs
71,51,65,willing
35,26,23,harder
11,9,12,governments
14,9,14,corrupt
127,129,138,third
6,2,7,elephants
4,2,7,grandeur
4,5,10,economies
78,126,128,places
11,40,26,tends
2,1,0,moribund
4,9,9,elephant
1,0,0,inflow
3,2,4,poorer
23,16,23,attracted
1,0,0,but—dependent
1,0,0,factors—it
52,56,57,ground
29,27,31,match
1,1,2,materially
85,103,101,similar
5,0,3,declining
22,16,13,demand
18,21,15,cutting
7,10,11,expanding
13,12,19,tight
23,16,12,aren
92,73,106,create
1,0,0,widgets
112,111,85,likely
18,19,25,remaining
8,5,7,anticipation
118,109,114,further
9,20,18,decline
3,6,3,wages
126,148,177,future
5,3,8,cling
3,3,5,rainy
19,16,5,minimum
3,1,2,essentials
157,121,115,leave
25,11,10,contract
18,16,24,hopefully
61,35,32,correct
32,46,48,shown
6,4,8,starving
14,16,26,hungry
262,183,174,don
153,133,162,turn
3,2,4,instability
2,0,0,damages
2,1,2,scrape
4,8,9,funds
3,0,1,rickety
21,29,19,boat
1,0,0,capsize
47,85,93,sea
4,3,0,illegally
1,1,0,immigrate
1,2,4,prosperous
124,87,92,stay
6,15,12,vote
314,238,268,next
2,7,3,elections
35,25,21,roll
6,3,2,declare
9,5,10,martial
2,4,4,execute
15,15,17,terrorists
5,6,7,rebels
1,0,3,insurgents
8,6,10,efficient
8,9,18,excess
6,17,12,supply
46,24,20,figured
183,206,222,historical
9,13,14,spies
21,25,33,revolutionary
148,152,110,romance
2,0,1,illuminati
122,104,109,turns
116,55,48,literally
130,97,78,pick
96,56,23,hoping
137,158,152,difficult
37,44,38,track
74,50,29,confusing
15,26,22,rings
68,79,57,trouble
52,31,14,frankly
197,173,173,started
78,93,109,near
86,23,12,bother
15,9,9,abruptly
111,120,127,wish
20,25,10,minority
16,9,4,sympathize
2,2,0,macon
28,5,3,whiny
2,1,0,indecisive
11,11,12,compelled
7,4,4,bump
205,240,246,along
96,78,58,possibly
107,86,89,act
162,157,218,change
7,13,29,destiny
204,113,99,stop
21,15,20,educational
98,67,75,value
75,137,136,introduction
26,18,14,application
7,9,16,oriented
54,96,107,learning
53,42,60,critical
193,141,53,unfortunately
11,7,3,wander
95,109,88,discussion
119,133,153,simple
73,68,81,term
74,58,53,instance
55,68,87,essay
11,5,12,succeeded
4,18,14,reluctant
40,24,22,suffer
73,73,53,glad
1,1,1,tuition
80,66,72,straight
2,0,0,precalculus
77,61,91,teacher
71,63,98,education
79,92,86,career
25,31,32,advanced
18,24,21,mathematical
39,53,79,concepts
33,13,8,carter
1,0,0,cuevas
4,0,0,holliday
32,10,14,marks
6,7,6,stewart
39,33,15,textbook
6,4,7,crammed
18,20,22,solving
19,22,20,technique
43,33,37,revealed
279,272,283,until
1,0,0,asymptotes
15,17,28,function
35,31,40,notion
15,10,11,limit
1,0,0,grilling
94,69,63,asked
23,16,16,tons
3,1,2,whys
4,4,6,guiding
100,130,96,students
10,4,7,thru
133,92,82,explain
138,191,158,general
2,0,0,chaotically
1,1,0,intensively
20,14,14,challenged
37,20,16,rolling
19,18,12,stones
20,20,22,teenager
79,96,105,began
6,4,2,devour
5,5,8,catalog
115,125,147,soon
8,5,3,hardcore
122,136,127,fan
1,0,0,discusss
9,7,9,cannon
46,65,68,opening
5,2,0,discography
17,40,45,informative
13,0,0,clayson
4,2,8,releases
10,19,15,chronological
222,184,222,order
14,19,14,categories
6,6,10,albums
76,80,64,leaving
1,1,3,singles
49,46,39,discuss
14,22,13,album
8,11,12,cloud
14,14,22,evident
108,117,105,detail
6,11,25,recording
23,16,13,dates
2,3,1,studios
37,30,51,direction
22,14,15,occasions
5,1,1,compensate
19,36,69,artists
18,29,26,versions
5,5,2,disposable
2,0,0,factoid
9,3,2,sticky
15,17,9,fingers
8,2,6,moonlight
1,0,0,buckmaster
14,14,21,ear
28,34,15,band
1,0,0,oboe
9,2,1,viola
1,0,0,bongo
1,0,4,cello
1,0,0,undulations
23,22,40,opened
7,2,18,hyde
24,30,32,park
3,1,1,scored
3,1,1,orchestral
13,4,8,strings
2,4,6,sway
1,0,0,incandescent
1,0,0,encapsulation
1,1,0,headlights
1,1,0,signalled
1,0,0,wearied
1,0,0,deliverence
3,0,0,treadmill
40,70,68,road
16,30,17,preferred
44,42,34,develop
12,9,17,flash
22,28,28,inspiration
15,6,13,asleep
3,2,0,upright
1,0,0,motorway
8,0,4,roaring
15,12,14,ears
16,7,45,alan
1,0,0,interpretaion
6,10,15,lyrics
35,21,4,huh
201,97,78,mention
19,18,23,absence
35,6,4,keith
6,6,4,richards
16,1,7,guitar
7,6,7,mick
6,3,0,jagger
3,9,11,exquisite
5,0,0,vocals
9,1,2,bleed
3,4,1,imprint
22,12,11,superficial
4,5,3,weaker
2,0,2,honky
1,0,0,tonkin
3,3,3,restricted
53,25,40,code
1,0,0,ditty
56,78,106,classic
4,4,5,staple
25,2,5,idiotic
83,44,38,spends
8,16,16,considerable
11,10,17,charlie
5,3,1,watts
34,12,11,ignoring
49,58,66,members
16,30,25,brian
23,34,35,jones
8,8,5,ron
32,25,19,wood
53,52,63,bill
3,0,0,wyman
12,14,10,taylor
130,91,101,top
36,27,40,numerous
64,23,13,errors
18,10,11,suspicious
24,9,8,tome
1,0,0,legenday
97,129,156,late
193,148,221,night
1,1,1,letterman
1,1,0,keyboardist
2,1,0,bandleader
62,52,127,paul
1,0,0,shaffer
1,0,0,guested
3,1,4,nbc
23,8,7,friday
3,5,8,videos
143,98,113,mentioned
6,5,1,drummer
13,6,7,saturday
210,189,260,live
6,15,7,resident
6,10,8,musicians
5,1,0,ingredient
162,356,190,liked
3,2,0,substituting
69,52,53,intellectual
3,1,1,bravado
13,22,18,touches
11,10,11,greatness
7,2,5,bass
4,1,2,drums
20,22,10,ian
1,0,1,boogie
1,0,0,woogie
8,17,13,piano
60,43,58,rock
4,4,3,appreciating
56,68,96,beauty
5,1,2,gusto
1,2,0,intros
13,7,10,rocks
15,13,15,nervous
10,7,3,breakdown
19,24,20,jumping
49,59,76,street
72,52,68,fighting
59,40,42,brown
22,18,12,sugar
88,91,101,hear
1,0,1,knockin
1,0,0,clayon
40,22,8,bland
43,16,24,sexy
1,0,3,groove
4,2,2,generating
60,76,54,richard
14,18,29,provoking
5,1,0,licks
5,5,3,bobby
8,6,6,keys
32,43,81,fantastic
5,1,0,sax
2,0,2,keyes
26,21,24,player
8,5,3,pun
62,54,33,intended
16,7,10,tracks
2,1,1,toured
20,16,12,drag
8,8,11,bands
2,6,3,chronicled
4,0,0,lamest
1,4,2,resounding
45,59,89,success
3,4,4,locus
29,36,39,quest
12,16,5,dilemma
4,8,3,spice
139,100,86,decided
1,2,1,diversify
15,13,22,pursue
93,78,78,six
13,24,11,simultaneously
91,73,36,falls
19,10,27,gifts
1,0,1,queued
3,2,6,patiently
18,33,25,unexpected
36,23,31,guilt
12,16,10,trips
2,1,1,unplanned
3,4,4,additions
1,0,0,muscling
123,34,30,hated
64,54,60,surprise
4,19,9,omnibus
26,25,39,mountains
35,122,103,tales
64,33,29,expecting
4,11,8,collects
20,10,18,lovecraft
116,120,118,longer
43,32,29,proper
27,21,11,hang
40,30,35,thousand
11,12,19,crafted
8,11,33,wonderfully
17,27,9,tense
74,82,91,horror
12,8,1,hinted
192,192,191,seen
22,16,15,shorter
15,11,10,gems
23,23,34,amongst
2,0,0,trawl
2,1,0,dross
2,0,2,unearth
9,21,13,undoubtedly
11,29,15,improved
14,3,7,wade
10,36,28,collections
1,0,0,miéville
3,16,0,murakami
37,35,46,explore
10,14,20,diverse
24,37,53,range
24,31,54,subjects
8,29,17,styles
39,61,75,covers
4,4,7,embraces
19,20,16,narrow
12,28,19,atmosphere
7,2,5,evoke
20,35,24,achieve
20,14,9,dozens
4,11,11,succession
24,35,30,patterns
5,1,13,emerging
7,7,7,recurring
15,22,24,underlying
258,226,246,view
32,25,46,frank
11,8,6,attribute
46,95,98,era
9,2,1,objections
58,96,114,individual
12,2,2,distasteful
4,1,2,repellent
177,327,260,early
5,4,6,partial
14,16,9,fragments
10,21,26,extensive
11,19,25,concludes
1,0,1,dagon
1,0,0,frakking
5,11,10,stubborn
37,21,21,finishing
28,22,38,committed
55,80,65,student
10,12,4,esque
20,28,36,humorous
46,27,16,anecdotes
26,35,32,carry
43,87,44,dry
4,6,5,opinionated
165,142,147,feeling
57,31,46,thank
2,0,0,frak
8,5,1,donate
1,0,0,naught
2,1,0,drudgery
11,9,23,despair
1,0,0,angeringly
154,49,13,awful
4,0,5,zinsser
6,1,2,obtuse
31,17,7,irrelevant
83,108,65,previous
4,9,14,vignettes
2,0,0,crowbar
9,11,8,tip
27,5,2,trite
23,22,32,tips
14,0,0,tripe
5,8,4,progressed
69,43,40,stopped
24,11,4,pretending
60,48,69,teach
1,1,3,unabashedly
3,1,0,rambles
10,9,22,gem
135,67,61,advice
63,17,13,useless
116,113,114,prose
5,7,2,prosaic
1,0,0,zissner
3,9,4,flair
85,51,46,negative
5,8,4,thankful
3,7,4,greats
5,5,1,nabokov
6,5,4,starters
5,1,2,dissect
17,16,29,craft
103,99,139,game
71,63,63,rules
45,31,23,drink
1,0,0,mastabatory
7,10,9,pat
2,1,6,princeton
53,41,61,teaching
8,5,2,yale
6,0,0,tomcat
1,0,0,noveltim
1,0,0,brienthis
33,32,34,test
40,36,42,appearance
1,1,2,ostrich
28,28,34,attempting
16,3,8,swallow
1,0,4,toaster
7,8,7,pleasing
38,38,49,direct
7,6,4,proportion
7,12,20,depths
159,163,155,movie
6,2,1,raunchy
70,63,57,movies
3,0,0,cheech
1,0,0,chong
75,96,205,wonderful
1,0,0,years…
1,0,0,postwith
40,33,35,accurate
33,27,25,elsewhere
1,0,0,…no
6,10,9,accounting
1,0,0,taste…
1,0,0,opinion…
26,10,7,reviewer
2,0,0,nicholson
16,13,12,ratings
4,0,4,yield
1,1,3,scintillating
51,72,33,average
47,39,39,relate
4,8,12,column
1,0,1,decreasing
83,91,55,rating
116,120,89,figure
30,21,21,ought
45,32,29,unable
18,21,29,associated
157,83,70,male
75,69,43,cat
1,3,1,prowl
12,12,5,exhibit
5,2,2,promiscuous
23,22,23,activity
8,2,6,amoral
128,122,135,common
12,10,17,lyrical
28,19,14,erotic
